cycle number	Ecell/V	Capacity/mA.h	
0.000000000000000E+000	2.7586586E+000	0.000000000000000E+000
0.000000000000000E+000	2.7587376E+000	0.000000000000000E+000
0.000000000000000E+000	2.7589738E+000	0.000000000000000E+000
0.000000000000000E+000	2.7590132E+000	0.000000000000000E+000
0.000000000000000E+000	2.7589738E+000	0.000000000000000E+000
0.000000000000000E+000	2.7591708E+000	0.000000000000000E+000
0.000000000000000E+000	2.7592890E+000	0.000000000000000E+000
0.000000000000000E+000	2.7595646E+000	0.000000000000000E+000
0.000000000000000E+000	2.7596042E+000	0.000000000000000E+000
0.000000000000000E+000	2.7596829E+000	0.000000000000000E+000
0.000000000000000E+000	2.7598405E+000	0.000000000000000E+000
0.000000000000000E+000	2.7599981E+000	0.000000000000000E+000
0.000000000000000E+000	2.7601163E+000	0.000000000000000E+000
0.000000000000000E+000	2.7600768E+000	0.000000000000000E+000
0.000000000000000E+000	2.7602737E+000	0.000000000000000E+000
0.000000000000000E+000	2.7604709E+000	0.000000000000000E+000
0.000000000000000E+000	2.7605495E+000	0.000000000000000E+000
0.000000000000000E+000	2.7606282E+000	0.000000000000000E+000
0.000000000000000E+000	2.7608647E+000	0.000000000000000E+000
0.000000000000000E+000	2.7135940E+000	3.368285629484388E-007
0.000000000000000E+000	2.7124121E+000	1.010529498259226E-006
0.000000000000000E+000	2.7112699E+000	1.684394545025296E-006
0.000000000000000E+000	2.7097335E+000	2.694913082652622E-006
0.000000000000000E+000	2.7087092E+000	3.368537392881181E-006
0.000000000000000E+000	2.7076063E+000	4.042106999291314E-006
0.000000000000000E+000	2.7061489E+000	5.052691201368967E-006
0.000000000000000E+000	2.7047307E+000	6.063187850846184E-006
0.000000000000000E+000	2.7031550E+000	7.073739237255519E-006
0.000000000000000E+000	2.7018549E+000	8.084213998582627E-006
0.000000000000000E+000	2.7003975E+000	9.094732536209954E-006
0.000000000000000E+000	2.6991370E+000	1.010521825816896E-005
0.000000000000000E+000	2.6977189E+000	1.111580246024662E-005
0.000000000000000E+000	2.6963007E+000	1.212629910972383E-005
0.000000000000000E+000	2.6950009E+000	1.313673009475072E-005
0.000000000000000E+000	2.6936615E+000	1.414729240867827E-005
0.000000000000000E+000	2.6922433E+000	1.515788753827413E-005
0.000000000000000E+000	2.6909828E+000	1.616842796405157E-005
0.000000000000000E+000	2.6896830E+000	1.717889179786046E-005
0.000000000000000E+000	2.6884618E+000	1.818953067064285E-005
0.000000000000000E+000	2.6870041E+000	1.919993980063333E-005
0.000000000000000E+000	2.6858225E+000	2.021025045050515E-005
0.000000000000000E+000	2.6845224E+000	2.122074709998237E-005
0.000000000000000E+000	2.6832225E+000	2.223127659824159E-005
0.000000000000000E+000	2.6820014E+000	2.324165287945005E-005
0.000000000000000E+000	2.6807408E+000	2.425207293695873E-005
0.000000000000000E+000	2.6794803E+000	2.526258054706785E-005
0.000000000000000E+000	2.6781802E+000	2.627336170938279E-005
0.000000000000000E+000	2.6768410E+000	2.728378180000517E-005
0.000000000000000E+000	2.6757774E+000	2.829426755507787E-005
0.000000000000000E+000	2.6744380E+000	2.930475327703687E-005
0.000000000000000E+000	2.6731775E+000	3.031547970241970E-005
0.000000000000000E+000	2.6719563E+000	3.132594353622860E-005
0.000000000000000E+000	2.6707351E+000	3.233641833066940E-005
0.000000000000000E+000	2.6695533E+000	3.334686027632820E-005
0.000000000000000E+000	2.6683323E+000	3.435741166273753E-005
0.000000000000000E+000	2.6671112E+000	3.536789738469654E-005
0.000000000000000E+000	2.6658900E+000	3.637841595543756E-005
0.000000000000000E+000	2.6646688E+000	3.738900015751521E-005
0.000000000000000E+000	2.6634870E+000	3.839947495195602E-005
0.000000000000000E+000	2.6621871E+000	3.941000445021524E-005
0.000000000000000E+000	2.6611235E+000	4.042073090871177E-005
0.000000000000000E+000	2.6597841E+000	4.143126037385730E-005
0.000000000000000E+000	2.6586022E+000	4.244184457593495E-005
0.000000000000000E+000	2.6574206E+000	4.345241785049440E-005
0.000000000000000E+000	2.6562388E+000	4.446279416481656E-005
0.000000000000000E+000	2.6549389E+000	4.547336743937601E-005
0.000000000000000E+000	2.6537178E+000	4.648375468121637E-005
0.000000000000000E+000	2.6526148E+000	4.749430603451202E-005
0.000000000000000E+000	2.6514723E+000	4.850478082895282E-005
0.000000000000000E+000	2.6502512E+000	4.951546351114912E-005
0.000000000000000E+000	2.6490693E+000	5.052602582507667E-005
0.000000000000000E+000	2.6479270E+000	5.153657721148600E-005
0.000000000000000E+000	2.6467059E+000	5.254700822962659E-005
0.000000000000000E+000	2.6455240E+000	5.355752676725391E-005
0.000000000000000E+000	2.6442635E+000	5.456816570626368E-005
0.000000000000000E+000	2.6431212E+000	5.557878272400965E-005
0.000000000000000E+000	2.6419787E+000	5.658935596545540E-005
0.000000000000000E+000	2.6407971E+000	5.759964469406343E-005
0.000000000000000E+000	2.6395760E+000	5.861017415920896E-005
0.000000000000000E+000	2.6384335E+000	5.962069266372260E-005
0.000000000000000E+000	2.6372912E+000	6.063122212886813E-005
0.000000000000000E+000	2.6361094E+000	6.164174069960915E-005
0.000000000000000E+000	2.6350064E+000	6.265233582920502E-005
0.000000000000000E+000	2.6337063E+000	6.366270118289528E-005
0.000000000000000E+000	2.6326427E+000	6.467324160867271E-005
0.000000000000000E+000	2.6314611E+000	6.568367262681328E-005
0.000000000000000E+000	2.6303580E+000	6.669424586825904E-005
0.000000000000000E+000	2.6291370E+000	6.770474251773626E-005
0.000000000000000E+000	2.6280339E+000	6.871514072020853E-005
0.000000000000000E+000	2.6268523E+000	6.972570303413608E-005
0.000000000000000E+000	2.6256704E+000	7.073623253239530E-005
0.000000000000000E+000	2.6244493E+000	7.174678391880464E-005
0.000000000000000E+000	2.6233463E+000	7.275724778572723E-005
0.000000000000000E+000	2.6222038E+000	7.376785390906869E-005
0.000000000000000E+000	2.6209826E+000	7.477832867039580E-005
0.000000000000000E+000	2.6198010E+000	7.578886909617323E-005
0.000000000000000E+000	2.6186979E+000	7.679925633801359E-005
0.000000000000000E+000	2.6175950E+000	7.780973113245440E-005
0.000000000000000E+000	2.6163738E+000	7.882024967008172E-005
0.000000000000000E+000	2.6152315E+000	7.983072446452252E-005
0.000000000000000E+000	2.6140497E+000	8.084101322624424E-005
0.000000000000000E+000	2.6129861E+000	8.185168494780865E-005
0.000000000000000E+000	2.6118042E+000	8.286233478122293E-005
0.000000000000000E+000	2.6106620E+000	8.387300653590103E-005
0.000000000000000E+000	2.6094801E+000	8.488348133034183E-005
0.000000000000000E+000	2.6083772E+000	8.589403271675117E-005
0.000000000000000E+000	2.6072347E+000	8.690456218189670E-005
0.000000000000000E+000	2.6060531E+000	8.791508075263772E-005
0.000000000000000E+000	2.6049106E+000	8.892554458644662E-005
0.000000000000000E+000	2.6037683E+000	8.993621630801103E-005
0.000000000000000E+000	2.6026654E+000	9.094670202997004E-005
0.000000000000000E+000	2.6015229E+000	9.195731904771601E-005
0.000000000000000E+000	2.6003807E+000	9.296770628955637E-005
0.000000000000000E+000	2.5991988E+000	9.397841085990278E-005
0.000000000000000E+000	2.5980959E+000	9.498898410134854E-005
0.000000000000000E+000	2.5969927E+000	9.599943697452553E-005
0.000000000000000E+000	2.5958898E+000	9.700993365711644E-005
0.000000000000000E+000	2.5946686E+000	9.802028808328849E-005
0.000000000000000E+000	2.5931325E+000	9.936771177583280E-005
0.000000000000000E+000	2.5919900E+000	1.003785586025981E-004
0.000000000000000E+000	2.5908871E+000	1.013890005813706E-004
0.000000000000000E+000	2.5897446E+000	1.023995191189979E-004
0.000000000000000E+000	2.5886810E+000	1.034099938803250E-004
0.000000000000000E+000	2.5874994E+000	1.044204905298022E-004
0.000000000000000E+000	2.5863962E+000	1.054310966200300E-004
0.000000000000000E+000	2.5852540E+000	1.064416698614757E-004
0.000000000000000E+000	2.5841510E+000	1.074522212147714E-004
0.000000000000000E+000	2.5829692E+000	1.084625318646432E-004
0.000000000000000E+000	2.5818663E+000	1.094730504022705E-004
0.000000000000000E+000	2.5807238E+000	1.104834157559608E-004
0.000000000000000E+000	2.5793056E+000	1.118307738171684E-004
0.000000000000000E+000	2.5781240E+000	1.128412923547958E-004
0.000000000000000E+000	2.5769029E+000	1.138516358534496E-004
0.000000000000000E+000	2.5756028E+000	1.151989501383570E-004
0.000000000000000E+000	2.5744212E+000	1.162096327874397E-004
0.000000000000000E+000	2.5732000E+000	1.172200856937304E-004
0.000000000000000E+000	2.5721364E+000	1.182306917839581E-004
0.000000000000000E+000	2.5709546E+000	1.192411118414668E-004
0.000000000000000E+000	2.5698516E+000	1.202516085240577E-004
0.000000000000000E+000	2.5686698E+000	1.212621161341668E-004
0.000000000000000E+000	2.5676455E+000	1.222727222243946E-004
0.000000000000000E+000	2.5665033E+000	1.232831532094215E-004
0.000000000000000E+000	2.5654790E+000	1.242937592996493E-004
0.000000000000000E+000	2.5642579E+000	1.253041246533395E-004
0.000000000000000E+000	2.5628004E+000	1.266515264577337E-004
0.000000000000000E+000	2.5613427E+000	1.279990158147283E-004
0.000000000000000E+000	2.5602791E+000	1.290095343523557E-004
0.000000000000000E+000	2.5592155E+000	1.300198778178958E-004
0.000000000000000E+000	2.5580733E+000	1.310301994283995E-004
0.000000000000000E+000	2.5568914E+000	1.320406742228403E-004
0.000000000000000E+000	2.5557885E+000	1.330512255761360E-004
0.000000000000000E+000	2.5546067E+000	1.340617112980950E-004
0.000000000000000E+000	2.5535824E+000	1.350722955001726E-004
0.000000000000000E+000	2.5525188E+000	1.360827155576813E-004
0.000000000000000E+000	2.5513372E+000	1.370933544635774E-004
0.000000000000000E+000	2.5502341E+000	1.381040262182555E-004
0.000000000000000E+000	2.5491705E+000	1.391145994928149E-004
0.000000000000000E+000	2.5480676E+000	1.401250852147739E-004
0.000000000000000E+000	2.5470040E+000	1.411356037524013E-004
0.000000000000000E+000	2.5458224E+000	1.421460785468420E-004
0.000000000000000E+000	2.5446799E+000	1.431565095649826E-004
0.000000000000000E+000	2.5432224E+000	1.445038785537085E-004
0.000000000000000E+000	2.5421982E+000	1.455145503083866E-004
0.000000000000000E+000	2.5410953E+000	1.465251235498323E-004
0.000000000000000E+000	2.5400710E+000	1.475355436404547E-004
0.000000000000000E+000	2.5389681E+000	1.485460293624137E-004
0.000000000000000E+000	2.5378256E+000	1.495566354526415E-004
0.000000000000000E+000	2.5366833E+000	1.505670664707821E-004
0.000000000000000E+000	2.5355015E+000	1.515776287847096E-004
0.000000000000000E+000	2.5341227E+000	1.529252275493411E-004
0.000000000000000E+000	2.5330591E+000	1.539359758959877E-004
0.000000000000000E+000	2.5319955E+000	1.549465382099153E-004
0.000000000000000E+000	2.5308926E+000	1.559571661882931E-004
0.000000000000000E+000	2.5298290E+000	1.569675862458018E-004
0.000000000000000E+000	2.5287654E+000	1.579779078231918E-004
0.000000000000000E+000	2.5277019E+000	1.589885139134196E-004
0.000000000000000E+000	2.5264018E+000	1.599988245632915E-004
0.000000000000000E+000	2.5250232E+000	1.613464780648551E-004
0.000000000000000E+000	2.5239596E+000	1.623571716745696E-004
